"age","female","metro","member","location","pilot","ID","last","cash","sat"
44,1,1,4,1,0,21195,46,0,3
47,1,0,3,3,0,29045,108,0,1
43,1,0,2,3,0,29448,73,0,1
36,1,0,3,2,0,26806,63,0,1
46,1,0,1,2,0,27205,42,0,1
49,1,1,4,1,0,23005,62,0,1
50,1,0,4,2,0,27649,100,0,3
40,1,0,3,2,0,28235,70,0,1
50,1,0,4,2,0,27095,29,1,3
43,1,0,3,2,0,27113,82,0,1
50,1,0,1,2,0,28669,NA,NA,NA
49,1,0,4,2,0,28548,84,0,2
51,1,1,2,1,0,25535,50,1,1
45,0,1,1,1,0,25549,99,0,1
44,1,1,2,1,0,24201,108,0,1
43,1,0,4,2,0,27632,64,0,1
42,1,1,1,1,0,25681,89,0,1
60,0,1,3,1,0,25857,169,0,4
58,1,1,3,1,0,22240,68,0,1
61,1,1,4,1,0,25588,43,1,3
43,1,1,1,1,0,22580,55,0,2
50,0,0,3,2,0,28119,87,0,1
49,1,0,3,2,0,27001,55,0,1
53,1,1,3,1,0,25594,14,1,1
44,1,0,1,2,0,27073,122,0,2
46,0,0,3,2,0,28135,42,0,3
44,0,1,4,1,0,20067,NA,NA,NA
50,1,1,1,1,0,23404,29,1,3
54,1,0,2,2,0,28168,81,0,1
59,0,1,2,1,0,23162,NA,NA,NA
53,1,1,4,1,0,25396,72,0,1
54,1,1,1,1,0,24855,112,0,1
50,1,0,3,2,0,28562,NA,NA,NA
50,1,0,4,2,0,26399,52,0,4
53,0,1,2,1,0,21269,137,0,1
51,1,0,3,2,0,28751,145,0,1
40,0,1,1,1,0,23146,67,0,1
53,1,1,3,1,0,24945,NA,NA,NA
45,1,1,1,1,0,24716,82,0,1
51,1,1,1,1,0,25057,NA,NA,NA
55,1,1,4,1,0,26050,42,1,3
41,1,1,4,1,0,20947,48,0,2
42,1,1,4,1,0,25642,87,0,3
58,1,1,2,1,0,22727,NA,NA,NA
42,1,1,4,1,0,23457,51,0,5
41,1,0,1,2,0,28525,50,0,3
38,0,1,1,1,0,22618,40,0,1
49,1,1,1,1,0,26036,61,0,1
39,1,1,1,1,0,23711,21,0,1
45,0,1,1,1,0,22952,112,0,1
53,1,0,2,2,0,28701,99,0,2
51,1,1,3,1,0,23086,76,0,2
49,0,1,3,1,0,20615,102,0,2
47,1,0,1,2,0,26557,95,0,3
42,1,1,4,1,0,25274,46,0,3
46,1,0,3,2,0,27729,37,0,1
31,1,1,2,1,0,23116,48,0,2
NA,1,0,4,2,0,28577,42,0,4
35,0,0,3,3,0,29108,51,0,3
55,1,0,3,2,0,27984,47,1,1
NA,NA,1,4,1,0,21298,57,0,4
59,1,0,1,3,0,29173,61,0,1
44,1,1,2,1,0,23454,26,1,1
43,0,1,4,1,0,25213,42,0,3
46,1,1,2,1,0,22799,76,0,1
44,0,0,3,3,0,29284,52,0,3
51,0,1,4,1,0,22922,78,0,1
46,1,1,1,1,0,20752,84,0,1
60,1,0,4,2,0,28424,77,0,5
54,1,0,4,2,0,28445,57,1,5
45,1,0,4,2,0,28865,51,0,5
50,0,1,1,1,0,21902,53,0,1
49,1,0,3,2,0,27663,84,0,1
55,0,1,4,1,0,23652,172,0,5
33,0,0,4,2,0,26979,62,0,4
51,1,1,4,1,0,22896,46,1,4
53,1,1,1,1,0,21891,39,1,2
41,1,0,3,2,0,27310,51,0,2
50,1,0,1,2,0,28943,83,0,1
60,1,1,4,1,0,23953,59,1,4
49,1,1,4,1,0,24690,101,0,2
57,0,1,1,1,0,23299,44,1,1
46,1,1,3,1,0,22227,89,0,1
57,1,0,3,2,0,27339,55,1,1
52,0,0,3,2,0,26793,NA,NA,NA
57,1,1,4,1,0,20697,56,1,3
35,1,0,1,2,0,26825,22,0,2
49,1,1,1,1,0,21002,75,0,1
43,1,1,4,1,0,24409,60,0,3
22,1,1,2,1,0,22278,44,0,1
43,1,0,4,2,0,28228,106,0,2
45,1,1,2,1,0,22874,96,0,1
49,1,1,4,1,0,20424,423,0,4
66,1,0,3,2,0,27060,30,1,2
57,0,1,4,1,0,21890,104,0,4
46,1,1,1,1,0,25334,55,0,3
42,0,0,3,2,0,26449,80,0,1
44,1,0,3,3,0,29792,85,0,3
47,1,1,2,1,0,20949,27,1,1
52,1,1,1,1,0,23425,84,0,1
41,1,1,1,1,0,23435,88,0,1
54,1,0,3,2,0,27648,97,0,1
34,0,1,4,1,0,21776,79,0,3
56,1,1,1,1,0,26074,43,1,2
41,1,0,2,2,0,27464,160,0,2
40,1,1,4,1,0,25515,103,0,4
50,1,1,4,1,0,21213,43,1,5
63,0,0,4,2,0,27265,124,0,3
NA,1,1,3,1,0,22558,55,0,2
54,1,0,3,3,0,29746,22,1,1
46,1,1,3,1,0,22621,92,0,3
54,1,1,2,1,0,22562,41,0,2
60,0,1,2,1,0,25427,79,1,1
51,1,1,1,1,0,25112,44,1,1
61,1,1,2,1,0,20123,48,1,3
52,1,1,2,1,0,22494,NA,NA,NA
41,1,0,4,2,0,28861,61,0,4
44,1,0,3,2,0,26592,190,0,1
45,1,0,1,3,0,29539,36,0,1
44,1,0,3,2,0,27547,49,0,5
53,0,0,1,3,0,29165,107,0,1
34,0,1,2,1,0,22059,72,0,1
43,0,0,4,2,0,27710,70,0,5
47,1,0,3,3,0,29625,102,0,3
50,1,0,3,2,0,28479,122,0,3
49,1,1,1,1,0,24149,89,0,1
44,0,1,2,1,0,22215,92,0,1
45,1,1,1,1,0,23542,71,0,1
56,1,0,3,2,0,27966,NA,NA,NA
52,1,0,3,2,0,28702,NA,NA,NA
43,1,1,3,1,0,20653,72,0,1
51,1,0,4,2,0,28176,103,0,5
58,1,0,4,2,0,28450,57,1,3
43,0,0,1,3,0,29223,106,0,1
47,1,1,4,1,0,25985,41,0,5
43,1,0,1,2,0,28519,50,0,1
41,1,1,2,1,0,24206,102,0,1
NA,0,1,1,1,0,23937,75,0,1
55,1,1,1,1,0,20115,52,1,1
44,1,0,3,3,0,29363,63,0,3
40,1,0,1,2,0,27815,80,0,3
NA,1,1,4,1,0,23245,14,1,2
56,1,1,1,1,0,25196,NA,NA,NA
54,0,0,4,2,0,28371,43,1,5
48,1,1,1,1,0,21466,69,0,1
49,1,1,2,1,0,22748,88,0,1
41,1,0,4,2,0,26272,69,0,4
43,1,1,4,1,0,26126,110,0,4
58,0,1,1,1,0,20144,30,1,1
45,0,0,4,2,0,26215,52,0,5
42,1,1,1,1,0,20341,77,0,1
52,1,0,1,2,0,27887,59,0,2
61,0,1,4,1,0,21549,105,0,2
42,0,1,2,1,0,23625,61,0,1
NA,1,1,3,1,0,23428,47,1,1
46,1,1,1,1,0,25358,82,0,1
58,1,1,1,1,0,25485,73,1,1
40,0,1,2,1,0,20192,83,0,2
49,0,1,1,1,0,22637,85,0,1
50,0,0,3,3,0,29750,63,0,3
NA,0,1,1,1,0,22467,78,0,1
46,0,0,4,2,0,27510,51,0,5
38,1,1,2,1,0,24215,86,0,1
56,1,0,3,3,0,29541,102,0,3
60,1,1,2,1,0,24731,50,0,1
44,1,0,2,2,0,28084,128,0,2
49,1,1,3,1,0,20507,82,0,1
40,1,1,1,1,0,23838,42,0,1
64,1,1,4,1,0,24696,NA,NA,NA
49,1,0,4,2,0,28178,82,0,5
62,1,0,3,2,0,27460,66,0,1
53,0,1,1,1,0,24156,40,1,2
41,1,1,1,1,0,24940,95,0,1
38,1,1,4,1,0,21748,102,0,3
50,1,0,3,2,0,28413,403,0,1
45,1,0,4,2,0,26697,31,1,5
56,1,1,1,1,0,22554,NA,NA,NA
38,1,1,1,1,0,22487,167,0,3
46,1,1,3,1,0,21657,96,0,2
54,1,1,2,1,0,23975,NA,NA,NA
44,1,1,1,1,0,21767,98,0,1
46,1,0,3,2,0,28008,NA,NA,NA
47,1,0,3,3,0,29098,25,1,1
51,1,1,1,1,0,22198,74,0,1
33,1,1,1,1,0,21463,48,0,1
45,1,1,4,1,0,20302,43,0,1
44,1,1,4,1,0,24688,30,0,1
48,1,1,3,1,0,24638,50,0,3
27,1,0,3,3,0,29406,45,0,3
NA,1,0,4,2,0,27025,44,0,5
47,1,1,1,1,0,22635,412,0,1
55,1,0,3,3,0,29356,110,0,1
34,1,1,2,1,0,22830,124,0,1
47,1,1,3,1,0,21847,73,0,1
48,1,1,2,1,0,20322,85,0,1
64,1,0,3,2,0,28827,82,0,1
38,1,1,1,1,0,23265,110,0,4
49,0,0,1,2,0,26752,31,1,2
54,0,0,4,2,0,28149,45,1,5
47,1,1,1,1,0,21216,140,0,1
45,0,0,4,2,0,26349,60,0,5
44,1,0,4,2,0,28193,42,0,5
47,0,1,3,1,0,24758,84,0,1
40,1,0,2,3,0,29295,97,0,1
46,1,0,4,2,0,28590,45,0,3
57,1,1,3,1,0,22266,NA,NA,NA
42,1,1,4,1,0,23018,29,0,3
50,1,1,4,1,0,25436,43,1,3
NA,0,1,3,1,0,22469,105,0,3
51,0,0,3,2,0,27427,102,0,3
36,1,1,4,1,0,20591,104,0,3
44,1,0,4,2,0,27280,101,0,5
53,0,1,4,1,0,25210,83,0,2
47,1,0,4,2,0,27720,44,0,2
47,0,1,2,1,0,20908,41,0,1
37,1,1,3,1,0,22587,130,0,4
40,1,0,1,2,0,28615,91,0,1
48,1,1,3,1,0,22087,85,0,1
52,0,1,1,1,0,24619,70,0,1
38,1,0,4,2,0,26402,47,0,3
41,1,1,4,1,0,24670,92,0,4
48,1,1,3,1,0,24517,166,0,3
43,0,1,4,1,0,20198,92,0,1
47,0,1,3,1,0,20321,149,0,1
37,1,0,3,3,0,29578,62,0,3
53,1,0,4,2,0,28718,100,0,5
47,1,1,1,1,0,21425,56,0,1
50,1,0,3,2,0,27513,34,1,2
31,1,1,4,1,0,22885,47,0,1
52,0,1,4,1,0,25270,50,1,3
47,0,0,3,2,0,27016,67,0,2
54,1,1,3,1,0,22962,43,1,3
50,1,1,1,1,0,25853,91,0,2
51,1,1,1,1,0,21655,81,0,1
60,1,1,1,1,0,22211,34,1,1
NA,0,0,4,2,0,27780,NA,NA,NA
51,1,0,2,2,0,28598,134,0,1
44,1,1,2,1,0,25992,97,0,1
49,0,0,4,2,0,28767,88,0,5
47,1,0,3,3,0,29333,42,0,3
58,1,0,4,3,0,29420,77,0,3
40,1,0,4,2,0,27608,26,0,5
57,0,1,4,1,0,24401,136,0,3
48,1,0,2,2,0,26855,42,1,1
58,1,1,2,1,0,22160,NA,NA,NA
62,1,0,4,2,0,28189,13,1,1
44,1,1,1,1,0,22516,80,0,1
44,0,0,3,3,0,29430,55,0,1
58,1,1,4,1,0,23211,55,1,4
45,1,1,2,1,0,21031,41,0,1
51,1,1,1,1,0,23216,103,0,1
45,1,0,3,2,0,26758,51,0,2
44,1,1,4,1,0,22640,103,0,5
52,0,1,2,1,0,25574,51,0,1
52,1,0,3,3,0,29468,101,0,3
34,1,1,1,1,0,23476,81,0,1
49,1,1,4,1,0,23348,89,0,3
43,1,0,4,2,0,26639,28,0,3
42,0,0,3,3,0,29742,43,0,3
39,0,0,4,2,0,28252,20,0,4
50,1,0,4,2,0,26934,48,1,5
47,1,0,4,2,0,27834,84,0,5
49,1,0,4,2,0,28312,75,0,4
53,1,1,1,1,0,25316,87,0,1
41,1,0,4,2,0,28798,82,0,3
56,0,1,3,1,0,23964,176,0,1
51,0,1,1,1,0,25097,42,1,3
43,1,1,3,1,0,25174,34,0,1
42,0,1,3,1,0,20590,70,0,2
63,1,0,3,3,0,29800,NA,NA,NA
47,0,1,1,1,0,21017,51,0,2
NA,1,1,4,1,0,24082,NA,NA,NA
49,1,1,2,1,0,21714,84,0,1
39,1,1,4,1,0,23644,108,0,3
49,1,1,1,1,0,20340,85,0,1
53,1,0,1,2,0,27220,43,1,1
48,1,1,1,1,0,22673,42,1,2
40,0,0,2,2,0,28959,65,0,2
45,0,0,3,2,0,28125,39,0,2
51,1,1,1,1,0,21485,NA,NA,NA
51,1,1,4,1,0,24067,100,0,2
39,1,1,4,1,0,24680,110,0,5
56,1,1,3,1,0,21122,42,1,2
48,0,0,3,2,0,26691,59,0,1
39,1,1,4,1,0,22008,106,0,3
49,1,0,4,2,0,28507,68,0,5
55,1,1,4,1,0,23628,63,1,1
42,1,1,1,1,0,23834,48,0,1
63,1,1,3,1,0,23013,NA,NA,NA
58,1,1,4,1,0,22265,NA,NA,NA
42,1,0,4,2,0,28284,41,0,3
44,0,1,2,1,0,22272,45,0,1
NA,0,1,3,1,0,20004,85,0,1
46,1,1,1,1,0,22359,88,0,1
46,1,1,3,1,0,24031,50,0,3
53,1,1,4,1,0,20343,41,1,4
37,1,0,3,2,0,26173,61,0,1
47,1,1,2,1,0,24441,409,0,2
43,0,1,3,1,0,25333,65,0,3
64,1,1,1,1,0,20990,487,0,1
49,0,0,4,2,0,26653,151,0,4
46,1,1,2,1,0,23106,63,0,1
44,1,1,2,1,0,22106,48,0,2
48,1,0,4,2,0,28264,83,0,5
60,1,1,2,1,0,25510,NA,NA,NA
48,1,0,3,3,0,29632,105,0,3
53,1,0,2,2,0,26436,60,1,1
50,1,1,1,1,0,21502,161,0,1
52,1,0,3,2,0,27982,42,1,1
50,1,1,1,1,0,25191,107,0,1
36,1,0,3,2,0,28408,83,0,1
47,1,1,4,1,0,24579,44,0,3
54,1,1,2,1,0,24959,NA,NA,NA
56,1,0,4,2,0,26207,44,1,4
47,1,1,3,1,0,22972,NA,NA,NA
49,1,1,2,1,0,20777,66,0,3
48,1,0,4,2,0,27423,49,0,1
44,1,1,4,1,0,23229,86,0,4
44,0,0,3,3,0,28996,413,0,3
49,1,0,2,2,0,28388,89,0,1
49,0,1,1,1,0,22050,36,1,1
47,1,1,3,1,0,24134,81,0,2
55,0,0,2,2,0,27229,112,0,1
37,1,1,2,1,0,21586,96,0,1
38,1,1,1,1,0,23208,79,0,1
32,1,1,3,1,0,21321,86,0,1
57,1,0,4,2,0,26259,26,1,4
51,1,1,2,1,0,25689,152,0,1
44,1,0,1,2,0,26650,44,0,3
50,0,1,1,1,0,25860,NA,NA,NA
NA,NA,1,3,1,0,24528,87,0,2
42,1,0,3,2,0,26836,543,0,2
61,1,0,4,2,0,26723,130,0,1
48,1,1,4,1,0,21863,54,0,4
45,1,1,1,1,0,21706,398,0,1
54,1,1,3,1,0,25536,61,0,3
49,1,1,1,1,0,22246,100,0,3
48,1,1,1,1,0,20392,44,0,1
NA,1,1,3,1,0,22924,90,0,3
NA,NA,0,4,2,0,28924,402,0,5
49,0,1,1,1,0,24000,109,0,1
57,1,1,1,1,0,24518,35,1,1
42,1,0,3,3,0,29665,106,0,3
51,1,1,2,1,0,23053,62,0,2
41,1,1,1,1,0,22261,37,0,1
37,0,0,3,3,0,29421,49,0,1
45,1,1,1,1,0,22795,96,0,1
34,0,1,4,1,0,25662,95,0,1
49,1,0,3,2,0,28035,37,1,1
46,1,1,3,1,0,25438,30,1,2
43,1,0,1,2,0,28123,94,0,2
49,0,1,3,1,0,23947,53,0,1
49,1,1,1,1,0,25905,39,1,2
47,0,1,1,1,0,24339,113,0,1
51,1,0,3,2,0,27782,66,0,1
48,1,1,2,1,0,25546,75,0,2
48,0,0,4,2,0,27620,100,0,4
41,1,1,4,1,0,20579,102,0,3
45,0,1,4,1,0,21636,129,0,5
40,1,1,1,1,0,24647,156,0,1
40,1,0,3,2,0,28942,31,0,3
38,1,0,1,3,0,29419,55,0,1
49,1,0,1,3,0,29115,86,0,1
44,0,1,3,1,0,22723,233,0,2
47,1,0,1,3,0,29197,72,0,1
47,1,1,2,1,0,24151,102,0,1
48,1,1,4,1,0,25830,50,0,3
48,1,0,3,3,0,29184,31,0,3
49,1,0,1,2,0,26202,41,1,3
47,0,0,4,2,0,27879,36,0,5
53,1,1,4,1,0,21138,30,1,4
47,1,0,3,2,0,26858,94,0,1
57,1,0,3,2,0,27585,62,0,3
58,1,0,3,2,0,26380,82,0,1
53,1,1,3,1,0,21253,103,0,3
48,1,1,4,1,0,24318,45,0,1
49,1,0,1,3,0,29232,45,1,1
51,1,0,3,2,0,28173,37,1,2
50,1,1,1,1,0,25121,NA,NA,NA
49,0,1,3,1,0,21661,90,0,3
48,1,0,4,2,0,27111,155,0,5
48,1,1,4,1,0,20238,35,1,3
53,1,1,1,1,0,25603,100,0,1
50,1,1,3,1,0,25878,41,1,2
54,1,1,3,1,0,25814,NA,NA,NA
48,1,1,4,1,0,21337,55,0,4
47,1,1,1,1,0,25044,79,0,2
51,1,1,3,1,0,26159,103,0,3
54,1,1,2,1,0,24820,93,0,1
47,1,1,2,1,0,21237,76,0,1
43,0,1,2,1,0,22508,81,0,1
54,1,1,3,1,0,21612,53,1,4
47,1,0,3,3,0,29030,47,0,3
36,1,1,1,1,0,23002,90,0,1
45,1,1,1,1,0,23716,101,0,1
35,1,0,1,3,0,29302,39,0,1
44,1,1,2,1,0,22510,24,1,1
50,0,0,3,2,0,26326,98,0,1
52,1,1,4,1,0,22641,24,1,3
54,1,1,2,1,0,23876,155,0,1
45,1,0,3,2,0,27529,108,0,1
47,0,0,3,2,0,27825,50,0,1
43,1,1,2,1,0,23132,75,0,3
50,1,1,2,1,0,21112,88,0,2
37,1,1,4,1,0,20382,73,0,3
45,1,0,4,2,0,27208,30,1,3
42,1,1,3,1,0,21351,32,0,2
50,1,1,1,1,0,25059,48,1,1
40,1,0,4,2,0,28950,92,0,1
53,1,0,1,2,0,27273,NA,NA,NA
53,1,0,3,2,0,27140,97,0,1
46,1,1,1,1,0,21242,30,1,1
48,1,1,1,1,0,23192,28,1,3
38,1,1,2,1,0,25227,49,0,1
43,0,1,4,1,0,21915,54,0,4
43,1,1,4,1,0,25870,105,0,3
52,1,1,4,1,0,25197,NA,NA,NA
38,1,0,1,2,0,28813,22,0,1
52,0,0,4,2,0,28533,NA,NA,NA
53,1,0,1,2,0,26748,NA,NA,NA
44,1,1,3,1,0,24631,84,0,3
52,1,0,2,2,0,27531,71,0,1
47,1,1,1,1,0,24926,204,0,1
43,1,0,2,3,0,29717,22,1,1
44,1,1,1,1,0,22659,102,0,1
56,1,1,4,1,0,25311,95,0,2
38,1,1,1,1,0,23344,93,0,1
55,1,1,2,1,0,24632,171,0,1
51,1,1,4,1,0,25919,46,1,5
45,1,0,3,2,0,26928,84,0,1
58,0,0,1,3,0,29371,83,0,1
47,1,1,1,1,0,24584,45,0,1
55,1,1,1,1,0,24200,NA,NA,NA
45,1,1,1,1,0,20677,105,0,1
44,1,0,1,2,0,26812,76,0,1
54,1,1,4,1,0,20912,105,0,5
NA,NA,1,2,1,0,22431,80,0,1
56,1,1,2,1,0,21333,NA,NA,NA
54,1,0,4,2,0,28785,49,0,5
45,1,1,2,1,0,22648,82,0,1
59,1,1,3,1,0,23504,25,1,1
42,1,1,1,1,0,23364,105,0,2
NA,1,0,2,3,0,29323,77,0,1
49,1,1,2,1,0,24314,78,0,1
39,1,1,3,1,0,26013,60,0,2
56,0,0,2,2,0,28443,NA,NA,NA
45,1,0,1,3,0,29506,41,0,1
48,1,0,3,3,0,29760,109,0,3
57,0,1,4,1,0,20961,20,1,3
39,0,1,3,1,0,22531,113,0,4
44,1,0,1,2,0,27822,44,0,2
53,1,1,4,1,0,20932,31,1,3
42,1,1,3,1,0,20898,84,0,1
34,0,0,3,2,0,27901,58,0,2
50,0,0,1,3,0,29020,NA,NA,NA
40,1,1,2,1,0,22031,59,0,1
44,0,1,1,1,0,21279,91,0,1
55,1,1,4,1,0,22343,NA,NA,NA
45,1,1,2,1,0,20439,52,0,2
51,1,1,4,1,0,22697,64,0,1
54,1,1,4,1,0,20376,NA,NA,NA
41,1,0,3,2,0,28049,51,0,2
46,1,1,4,1,0,21919,111,0,3
45,1,0,2,2,0,26237,45,0,3
43,1,0,4,2,0,26710,46,0,5
47,0,1,2,1,0,22556,47,0,2
54,0,1,4,1,0,22046,48,1,4
44,1,1,2,1,0,23514,38,0,3
49,1,1,3,1,0,22657,91,0,3
56,1,1,4,1,0,25928,40,1,4
36,1,1,1,1,0,20101,28,0,2
55,1,1,4,1,0,22200,NA,NA,NA
43,0,1,3,1,0,24444,69,0,2
56,1,0,3,3,0,29482,101,0,3
42,0,0,1,2,0,28582,53,0,1
41,1,0,4,2,0,26332,10,1,5
42,1,1,4,1,0,25221,81,0,4
47,1,1,1,1,0,23863,159,0,1
61,1,1,2,1,0,23553,88,0,1
41,1,0,4,2,0,26403,57,0,5
47,1,1,3,1,0,25310,47,0,2
46,1,1,2,1,0,21609,57,0,1
53,1,1,2,1,0,21094,128,0,1
52,1,0,3,2,0,26716,77,0,3
47,1,1,2,1,0,23369,112,0,1
36,0,1,1,1,0,21121,84,0,1
45,1,0,2,2,0,27566,93,0,2
55,1,0,4,2,0,27870,52,1,4
44,1,0,1,2,0,26902,77,0,1
46,1,1,4,1,0,23215,236,0,2
51,1,1,2,1,0,24790,80,0,1
49,1,0,4,2,0,26682,47,0,4
53,1,1,4,1,0,24929,81,0,4
53,1,1,3,1,0,21896,45,1,2
35,1,0,3,2,0,26567,88,0,1
42,1,0,4,2,0,28646,102,0,5
47,1,1,3,1,0,22041,NA,NA,NA
46,1,1,4,1,0,24185,75,0,5
47,1,1,1,1,0,20706,36,1,1
60,0,1,3,1,0,22913,86,0,1
62,1,1,2,1,0,21990,54,1,1
53,1,0,4,2,0,28039,NA,NA,NA
52,1,1,1,1,0,24213,48,1,1
39,0,0,1,2,0,28958,57,0,3
47,0,0,4,2,0,28051,49,0,5
48,1,0,4,2,0,28961,77,0,5
60,0,1,3,1,0,21361,27,1,3
58,1,1,4,1,0,25140,23,1,2
39,1,1,4,1,0,23433,81,0,4
45,1,0,3,3,0,29290,34,0,3
47,1,1,4,1,0,22420,86,0,5
56,1,1,1,1,0,24801,692,0,1
48,1,0,1,2,0,28585,87,0,1
42,0,1,2,1,0,26032,160,0,1
41,1,1,1,1,0,26128,128,0,1
58,0,0,4,2,0,27256,72,1,1
37,0,0,4,2,0,26228,31,0,3
45,1,1,2,1,0,24287,101,0,1
48,1,0,4,2,0,26950,54,0,5
50,1,0,3,2,0,27691,43,1,3
55,0,1,3,1,0,23357,NA,NA,NA
57,1,1,2,1,0,25601,66,0,1
51,1,1,1,1,0,23014,89,0,2
53,1,1,1,1,0,24016,83,0,1
49,1,1,3,1,0,23518,49,0,2
50,1,1,3,1,0,25000,32,1,2
53,1,1,4,1,0,25139,109,0,3
59,1,1,3,1,0,20062,106,0,3
49,1,0,4,2,0,28672,101,0,5
50,1,0,2,3,0,29635,77,0,1
52,1,1,3,1,0,22199,46,0,3
52,1,1,2,1,0,24288,82,0,1
45,0,0,3,3,0,29494,150,0,1
44,1,1,1,1,0,21533,137,0,1
40,1,0,3,2,0,27030,50,0,1
41,0,1,1,1,0,21079,108,0,1
51,1,1,1,1,0,26168,101,0,1
53,1,1,1,1,0,21316,253,0,1
46,1,0,3,2,0,28933,55,0,3
47,0,1,1,1,0,21024,27,1,1
52,1,0,2,2,0,27988,53,1,1
45,0,0,4,2,0,28870,48,0,1
52,1,1,3,1,0,25514,91,0,2
41,1,0,4,2,0,28710,51,0,4
43,1,1,1,1,0,25784,74,0,2
49,1,1,1,1,0,24488,106,0,1
55,1,0,3,3,0,29576,60,1,1
47,1,1,2,1,0,20377,119,0,1
55,1,1,3,1,0,22233,57,1,2
47,1,0,3,3,0,29087,41,1,3
35,1,0,3,3,0,29180,150,0,1
51,1,0,3,3,0,29048,122,0,3
57,1,1,2,1,0,25129,NA,NA,NA
44,0,0,4,2,0,26782,47,0,4
49,1,0,4,2,0,27260,62,0,5
53,1,0,4,2,0,27581,NA,NA,NA
49,0,0,2,2,0,27348,72,0,1
57,1,0,4,2,0,28251,76,0,5
55,1,1,4,1,0,20656,105,0,5
53,0,0,3,3,0,29734,39,0,3
54,1,1,4,1,0,22660,NA,NA,NA
46,1,1,3,1,0,20843,61,0,1
48,1,1,3,1,0,25837,41,1,3
40,1,1,1,1,0,24562,108,0,1
48,1,0,2,3,0,29580,NA,NA,NA
54,1,0,3,3,0,29409,47,1,3
42,1,1,2,1,0,25035,83,0,1
50,1,1,4,1,0,24679,49,1,3
42,1,0,3,2,0,26857,56,0,1
36,1,1,3,1,0,25665,21,0,4
35,1,1,1,1,0,23995,64,0,1
40,1,1,3,1,0,25484,28,0,2
43,0,1,2,1,0,22656,NA,NA,NA
55,0,1,2,1,0,20247,44,1,1
56,1,1,3,1,0,20464,450,0,4
45,1,1,4,1,0,25542,55,0,1
NA,0,1,1,1,0,22172,107,0,1
43,1,0,3,2,0,28960,43,0,2
45,1,0,4,2,0,28849,424,0,5
48,1,0,1,3,0,29692,42,1,1
51,1,0,1,2,0,28806,93,0,1
57,1,1,3,1,0,24182,35,1,2
52,1,1,1,1,0,23360,469,0,1
50,1,1,4,1,0,23980,35,1,1
38,1,0,3,3,0,29351,243,0,3
NA,NA,1,1,1,0,25537,133,0,2
NA,0,1,4,1,0,23308,47,1,1
43,1,1,2,1,0,20110,49,0,1
42,1,1,1,1,0,20907,43,0,4
43,1,0,1,2,0,28030,86,0,1
48,1,0,3,2,0,28280,87,0,1
53,1,0,4,2,0,27242,41,1,5
53,1,0,4,2,0,28581,63,0,5
46,1,1,2,1,0,23316,123,0,2
57,1,0,4,2,0,26352,21,1,3
45,1,1,4,1,0,22752,61,0,4
35,1,1,4,1,0,24070,52,0,4
60,1,1,4,1,0,23240,80,1,3
53,0,1,3,1,0,25479,32,0,3
47,1,1,3,1,0,25364,53,0,1
34,0,0,4,2,0,27568,44,0,4
52,1,1,1,1,0,23687,96,0,1
48,1,1,1,1,0,24491,NA,NA,NA
39,1,0,2,2,0,28372,48,0,1
59,1,1,2,1,0,22437,NA,NA,NA
50,1,0,1,3,0,29455,24,1,1
48,1,1,2,1,0,25915,82,0,4
53,1,0,1,2,0,28758,35,1,1
58,1,0,4,2,0,28316,105,0,3
39,1,0,4,2,0,28911,108,0,4
44,1,0,3,2,0,28743,42,0,1
42,1,1,3,1,0,22483,88,0,3
47,1,0,1,2,0,26267,26,1,5
51,1,1,3,1,0,22399,104,0,1
46,1,0,3,2,0,26956,45,0,2
47,1,1,1,1,0,21529,110,0,1
40,1,1,1,1,0,20848,89,0,1
47,0,1,1,1,0,22778,31,0,1
47,1,0,3,2,0,27435,41,0,1
50,1,1,4,1,0,25863,91,0,2
55,1,1,1,1,0,26157,59,1,1
38,0,0,3,3,0,29415,82,0,1
52,1,0,1,3,0,29237,84,0,1
58,1,1,2,1,0,22633,30,1,1
47,1,0,4,2,0,28157,80,0,1
42,1,0,4,2,0,26972,46,0,4
46,1,1,1,1,0,26015,27,1,1
50,1,1,1,1,0,23092,84,0,1
43,1,0,4,2,0,27728,43,0,4
52,1,0,4,2,0,26538,49,1,4
47,1,1,4,1,0,23631,50,0,3
45,1,1,1,1,0,21071,30,0,1
49,0,0,3,2,0,26575,104,0,1
44,1,1,2,1,0,23124,108,0,1
50,0,1,4,1,0,22362,24,1,3
48,1,1,3,1,0,24321,61,0,2
52,1,1,2,1,0,21734,NA,NA,NA
46,1,1,4,1,0,20169,103,0,3
44,1,1,1,1,0,23674,23,1,1
47,0,1,4,1,0,21625,42,0,4
38,1,0,1,2,0,27179,52,0,1
56,1,1,4,1,0,22092,67,0,1
52,1,1,4,1,0,21252,72,0,3
52,1,1,2,1,0,22905,36,0,3
49,1,1,3,1,0,22118,NA,NA,NA
55,1,0,3,3,0,29206,56,1,3
41,1,1,2,1,0,22202,27,0,1
45,1,1,1,1,0,22115,42,0,1
37,1,1,2,1,0,22809,98,0,1
48,0,1,4,1,0,25838,50,0,3
47,0,1,2,1,0,20457,42,0,4
49,1,1,3,1,0,23858,37,1,1
51,1,0,3,2,0,27617,67,0,1
57,1,1,2,1,0,25229,NA,NA,NA
49,1,1,3,1,0,21689,43,1,2
45,1,1,1,1,0,24355,44,0,1
